clip_id,lab_colors,rgb_colors,mean_lightness,mean_saturation
20250115_191052,"[[200.70418376234687, 129.2354527884389, 137.21118757289437], [26.428352436386803, 134.8498818659539, 134.1510237839641], [153.45126331076148, 129.97030882903442, 141.46021833136732], [92.94359729891548, 142.9442034336867, 145.40804996531313], [179.33119521613108, 129.61823081228707, 138.8890819256693]]","[[203, 193, 177], [38, 25, 20], [155, 143, 122], [114, 76, 58], [181, 170, 154]]",130.57171840490835,192.93712580066742
20250116_214450,"[[44.477221272974674, 134.8181389985571, 139.72765507418836], [167.58244222388188, 129.82074414509762, 146.20946823463956], [89.20121628635108, 150.90294299889857, 154.1166991042097], [141.88407321089184, 132.93407380662683, 149.49507505137728], [18.996797018679246, 129.2206992582264, 129.12943211802036]]","[[56, 39, 27], [173, 157, 127], [124, 67, 41], [152, 129, 96], [24, 21, 20]]",92.42835000255575,197.62319265608681
20250117_134134,"[[119.86511405564744, 128.5515847214393, 120.62944188367501], [32.91767503997718, 129.29575400260282, 124.25959208638616], [78.22667767037595, 128.800153781842, 122.94534746958921], [159.83434965741438, 125.78841061439641, 134.82002742995945], [197.59698085905222, 126.31522838401085, 111.52917234960738]]","[[104, 111, 124], [31, 32, 38], [67, 72, 81], [150, 152, 140], [169, 193, 222]]",117.68815945649344,177.31329145108467
20250117_135552,"[[93.7586882276477, 130.73772759321207, 121.23056296422816], [200.61461349181178, 122.13290426670895, 110.19991205212665], [124.19990435827158, 130.4461965332483, 121.07540877644774], [159.152814525801, 127.27943795194523, 126.38129774755306], [49.115387422327544, 131.2294115381346, 121.86609897706303]]","[[84, 85, 97], [161, 199, 227], [113, 115, 127], [147, 151, 154], [46, 46, 57]]",125.36828160517193,175.84525631528894
20250117_220136,"[[188.45416938569502, 127.92362614020438, 138.50760013239068], [91.17972175592155, 143.51940725974788, 161.09074621472382], [14.279395292662059, 132.1831270296304, 131.63885305505573], [144.48882091764554, 138.8762044408642, 169.88487606857973], [58.028663106128235, 143.73891891283867, 154.9204983369423]]","[[187, 181, 163], [119, 74, 30], [26, 16, 13], [172, 127, 63], [83, 45, 15]]",99.28615409161048,204.32039424875447
20250118_200219,"[[16.873541679142463, 130.8273857041045, 126.08334108111387], [93.73794616351566, 130.78170824967847, 141.24287882742902], [207.43398457513348, 130.39040208569565, 130.9177425408476], [53.070243866872545, 130.79147542939413, 136.11947124066953], [138.8742042577969, 131.1487895800008, 136.4756138126115]]","[[22, 19, 23], [97, 84, 65], [207, 200, 198], [57, 49, 38], [140, 127, 116]]",101.9979841084922,187.40173765897808
20250119_212530,"[[177.22984527256432, 130.29318981422804, 147.50128468458868], [83.17491767155241, 152.4132463358604, 153.4498748605852], [158.6836733528231, 130.89502664056525, 149.68041372725864], [28.077249735017233, 132.12174219818, 133.43944494261765], [133.60827974154626, 136.248170038979, 153.15276283325395]]","[[186, 167, 135], [120, 60, 38], [167, 147, 113], [37, 27, 23], [151, 118, 82]]",116.15479315470066,200.93911632412045
20250120_225831,"[[189.1362295483444, 129.59098207764558, 147.10603099463268], [41.15361665908108, 129.54401023449134, 135.1066313351035], [87.75217918947789, 145.1546937998959, 149.60069410613764], [144.1661117185161, 133.47892339778227, 153.7319458955761], [166.57250116521556, 129.7494283889846, 151.3562986535909]]","[[198, 180, 147], [45, 39, 30], [114, 69, 48], [159, 131, 92], [175, 156, 117]]",125.756127656127,198.92438147562603
20250121_231944,"[[124.75656672909133, 133.8438253815784, 137.834328215672], [53.89946395944227, 131.12084453384142, 137.9399744002119], [174.9414894184386, 133.35171545389352, 136.61024904602306], [16.86400239938868, 132.59425313760758, 131.849501385504], [85.36518888944346, 132.79657164034793, 139.7284977883879]]","[[130, 112, 101], [59, 48, 37], [181, 163, 152], [27, 18, 15], [91, 76, 61]]",91.16534227916087,190.62104345984415
20250122_135704,"[[142.19141229296247, 131.37582217463336, 130.3477199804413], [85.01313186538022, 140.8209823807362, 147.74279237718196], [36.75856249238505, 133.97907818433129, 129.09420773082343], [113.9259299079936, 137.84223901296116, 147.04142057037774], [189.95985256674481, 125.68362773595086, 114.02030847624972]]","[[140, 132, 130], [105, 71, 49], [43, 34, 34], [130, 99, 74], [162, 185, 208]]",113.56977782509325,189.29399041624077
20250124_005241,"[[205.45893877352898, 130.28661700658262, 142.90537897646175], [32.514592183550704, 132.21430589108047, 134.24433550186475], [175.37175539296032, 130.40617748733442, 149.20820849862884], [90.37472709240846, 148.76392350007558, 153.27834013304104], [147.18355892625766, 134.29903760211977, 153.61031131162304]]","[[214, 197, 174], [41, 31, 25], [185, 165, 130], [122, 70, 44], [163, 134, 95]]",130.18071447374123,199.52117142138877
20250124_124636,"[[164.13172666163007, 130.82582041079394, 138.898796311158], [72.37703379060089, 131.91654200978937, 132.25209921058348], [118.40903987417526, 133.96673058384587, 138.95250448452222], [219.7016885554088, 127.67404372630631, 136.47952243749344], [25.645154277821305, 129.80654592341375, 128.15409329045445]]","[[167, 154, 138], [74, 65, 60], [124, 106, 93], [219, 215, 200], [29, 27, 27]]",120.05292863192726,187.98366619584345
20250125_135216,"[[30.756050142218015, 129.76582871659656, 122.3003718292298], [166.1654214227433, 126.4084450165856, 122.8052550476908], [91.03477100393863, 128.25577172813678, 118.64181952017042], [199.2443439786058, 126.16556519150136, 127.13010325207728], [136.0999640417055, 127.11204690824724, 114.47848138891956]]","[[28, 31, 39], [149, 160, 168], [75, 85, 100], [188, 194, 195], [112, 129, 151]]",124.66011011784227,175.8884712737559
20250126_152922,"[[90.29537255887612, 130.82933531316206, 132.59116500650572], [127.65810316775608, 130.89003732414685, 133.83818219104472], [45.28700734243513, 129.02958028512063, 127.30915604394379], [199.0480246600181, 125.29174643608941, 124.58104329977358], [159.38139369301024, 127.41239204892642, 127.11647295693925]]","[[89, 82, 77], [125, 117, 110], [44, 43, 45], [183, 195, 200], [148, 151, 152]]",124.33398028441914,182.28058454987814
20250127_214225,"[[89.35184917119305, 137.9558119229047, 148.98910254830452], [174.2868276100126, 133.53662962021514, 146.2958928090948], [22.388584556412994, 134.26809952165746, 136.19680081897798], [131.62781275753662, 133.59925505379547, 144.22814675826373], [55.52515326200416, 146.37105032385136, 152.04038269800358]]","[[105, 76, 50], [188, 162, 134], [36, 22, 12], [141, 119, 95], [83, 40, 16]]",94.63604547143188,200.004858351616
20250128_140443,"[[23.9382077912463, 131.5650308901363, 130.74264309463427], [123.4798898984283, 132.1977472549308, 142.21935885423508], [158.50582863552478, 135.20689534796023, 149.3370572390614], [79.07639998129709, 144.70405967581135, 144.04433294274403], [236.22686859321516, 128.44377564476804, 125.10058032412164]]","[[31, 24, 23], [130, 111, 91], [175, 144, 113], [103, 63, 49], [231, 234, 239]]",124.2454389799423,192.91557673306514
20250128_191813,"[[73.92805834933847, 137.6873827192892, 139.39143691079767], [128.8059349794434, 146.7815361399269, 168.7644379249125], [121.31006567543656, 131.65305788667672, 126.53804390258412], [182.32022320736922, 134.13955632733538, 151.49545918442726], [24.701458758088904, 131.82452700590412, 128.7377345056264]]","[[87, 62, 51], [165, 106, 50], [116, 111, 116], [201, 170, 133], [30, 25, 26]]",106.21314819393531,197.76065078552898
20250129_235135,"[[0.0, 128.0, 128.0], [0.0, 128.0, 128.0], [0.0, 128.0, 128.0], [0.0, 128.0, 128.0], [0.0, 128.0, 128.0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]",0.0,181.01933598375618
20250129_235244,"[[0.0, 128.0, 128.0], [0.0, 128.0, 128.0], [0.0, 128.0, 128.0], [0.0, 128.0, 128.0], [0.0, 128.0, 128.0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]",0.0,181.01933598375618
20250131_183607,"[[62.541241524181686, 134.60811725724682, 137.6241635350857], [144.3141853183093, 134.6709968992586, 141.57145429403013], [22.30247987124794, 131.68672915546833, 130.28285840232846], [101.64834118113384, 134.55760254422194, 137.27979263988854], [211.21158924957723, 132.23881167768124, 138.46266775014735]]","[[71, 54, 44], [154, 131, 113], [30, 23, 22], [108, 90, 79], [221, 203, 187]]",108.40356742889,191.36784418369064
20250131_183639,"[[91.73066901256264, 134.2584340987766, 135.1527927298367], [20.67504244782684, 132.0365819031016, 128.83576761230103], [216.1518268818192, 131.08939923808188, 137.78820909094622], [56.593150811795056, 133.7340079571904, 134.8024468520201], [135.225874171234, 136.22577420411255, 147.3553209068559]]","[[98, 80, 73], [29, 22, 23], [224, 209, 195], [63, 50, 44], [151, 121, 94]]",104.07531266504755,191.14563228429472
20250201_165030,"[[119.99320086488129, 127.89550076694393, 129.30786138364536], [218.6110640124203, 129.22770686481294, 122.39450832273535], [38.35718806976182, 129.29193222620214, 127.69678112565688], [157.35448505295346, 128.33836890622422, 129.375380752547], [83.06316264507419, 128.64543695162322, 130.15803245208082]]","[[110, 111, 109], [210, 213, 225], [38, 37, 39], [149, 149, 147], [78, 77, 73]]",123.47582012901822,181.36434904289678
20250202_185345,"[[159.86504888160204, 132.25060465138162, 141.0172943551887], [20.649099506047975, 130.12843730644948, 131.7414822513567], [74.90468076345633, 134.2892427189075, 139.50728258675255], [209.76216631013904, 129.74536254626983, 138.08464538640186], [121.14482568539513, 134.00587572685498, 143.35934190554875]]","[[167, 148, 128], [27, 22, 19], [83, 65, 52], [214, 202, 185], [132, 108, 88]]",117.26516422932812,191.5711092808212
20250202_185411,"[[16.50110460901088, 129.61601372947837, 131.36526080811268], [154.82708552263105, 133.87754604392734, 141.4492622801087], [76.15541480240694, 133.00470543762634, 138.77913496211772], [195.89688355054906, 129.96281528179085, 137.99863359718375], [119.95227338294963, 134.3356979885033, 141.82502008625147]]","[[23, 19, 15], [163, 142, 123], [83, 67, 55], [198, 187, 172], [129, 106, 89]]",112.66655237350952,191.28757044995888
20250203_124921,"[[207.3095587768887, 121.43960794326938, 124.72386501498988], [79.97781468675868, 140.7434936564616, 147.2097463029363], [37.75195880683786, 136.3772222128696, 136.8851314268576], [143.63337525110214, 142.12443426042546, 164.37999520017058], [112.65648911804301, 144.6038947070149, 156.90020567617822]]","[[183, 206, 209], [99, 65, 44], [51, 32, 26], [175, 124, 72], [141, 93, 58]]",116.2658393279261,200.3290282373232
20250204_195736,"[[8.96328107826573, 130.7796225232455, 124.71270679602983], [127.95783139955192, 132.9209284852062, 118.7614828911395], [88.41971772033013, 135.3236382233863, 150.08574412026044], [221.1937540325536, 115.03390961346642, 116.83627338846917], [56.605538481004494, 135.78261886606296, 118.91474758338754]]","[[12, 10, 19], [117, 117, 135], [102, 76, 46], [175, 225, 239], [56, 50, 67]]",100.62802454234118,181.09968318654822
20250204_195809,"[[220.1829240528429, 119.3295716784178, 119.14216675462428], [51.45195722331284, 133.76011154105078, 122.73378060317992], [75.63975296242702, 134.54832622215216, 147.04219396411082], [8.004210211364317, 130.22118611340676, 124.6514566109696], [121.37626518556667, 132.27907924024234, 110.67321097978487]]","[[187, 222, 232], [51, 46, 57], [87, 65, 40], [12, 10, 19], [103, 112, 143]]",95.33102192710274,180.44159491297947
20250204_195950,"[[63.242889325177586, 140.94163457426842, 94.2524037857653], [201.21432596611737, 117.8236011954601, 106.60035987858267], [121.7676339821873, 133.20963928250683, 140.82262073197063], [83.45676804615354, 133.70553120075675, 144.21614221908186], [12.026255149361226, 131.09569320003277, 124.3673210484271]]","[[38, 56, 110], [144, 203, 235], [129, 109, 93], [93, 73, 51], [19, 15, 23]]",96.34157449379941,179.93008719245398
20250205_233802,"[[187.69167717796176, 128.1800358814212, 147.71561351013074], [65.0729263266395, 141.16614023246132, 145.98123363864332], [156.76457938230575, 129.3231227505775, 152.0312577818399], [99.60707244338593, 149.26862177744525, 151.8437822812621], [23.29511985890825, 129.6527617609701, 130.8335572385264]]","[[194, 179, 145], [86, 52, 35], [165, 146, 105], [132, 77, 55], [28, 25, 23]]",106.48627503784026,199.07260008938806
20250206_232551,"[[117.10055552431086, 132.54237977666898, 136.4263306710495], [42.8028542384408, 131.45507099054225, 135.49409087586537], [170.7070923580288, 133.55465382497897, 137.46509379489595], [79.09266475551743, 130.71904162612975, 136.1986155789203], [8.138812558501328, 129.1069100459776, 127.89031470211845]]","[[121, 106, 95], [49, 39, 31], [178, 159, 146], [81, 71, 60], [13, 10, 13]]",83.56839588695985,188.23160248702743
20250207_230951,"[[25.646822973878542, 132.25261633741968, 124.49935613247062], [97.89171860137604, 131.57035470069323, 137.8848809721632], [215.10286282588783, 131.19129204957156, 127.25622065651918], [55.027774229553216, 134.1485766602541, 123.3493179560758], [146.29020046846523, 132.21613078002105, 138.35243292892426]]","[[30, 25, 33], [100, 87, 75], [215, 209, 212], [57, 49, 59], [151, 135, 120]]",107.99187581983215,185.71991064833082
20250207_235830,"[[200.60831116559223, 123.28504509668319, 130.88795839341046], [15.115288057372645, 131.89046956837632, 125.94532963480628], [61.821207234335525, 137.51815552601474, 125.84917991472659], [122.50658953599829, 138.985617008555, 124.34057677118801], [80.23081427788028, 169.14463139685216, 151.73806884720582]]","[[186, 197, 190], [22, 18, 23], [68, 52, 61], [128, 108, 120], [136, 39, 40]]",96.0564420542358,192.46093638838607
20250208_172242,"[[84.957956967677, 137.547931935111, 146.66617133327935], [17.09551806779635, 132.72321433029026, 124.599420766368], [48.040996571713606, 133.3528595097717, 131.83457193249117], [126.76204928870237, 129.86171603291683, 143.86967446644394], [167.3830167824587, 128.05095011573135, 145.04698792110378]]","[[100, 72, 49], [24, 19, 26], [55, 43, 42], [129, 116, 92], [171, 158, 129]]",88.8479075356696,191.58617320604085
20250209_234507,"[[116.77930406983793, 133.11846023625444, 135.97796347635133], [6.705147289917832, 128.80310936597112, 127.54133061705389], [80.85288244152349, 131.319108544661, 135.89343750694033], [176.87143678775234, 133.26456025068387, 130.96892270671813], [41.44565340765168, 133.56039040946348, 138.5798153590182]]","[[121, 104, 96], [7, 9, 11], [83, 72, 63], [179, 165, 165], [51, 37, 26]]",84.53088479933665,187.96889521554266
20250210_150159,"[[65.93161757079805, 126.85171673922554, 128.06268386262624], [230.2063709996453, 125.81539105353883, 126.42166517654402], [32.80445684951245, 127.72204996469516, 127.6260875859362], [111.54344100990929, 127.82768761083733, 126.40364964986321], [177.48620619986042, 127.11293371116636, 127.76807625678747]]","[[57, 61, 60], [219, 229, 231], [30, 33, 34], [99, 103, 106], [167, 170, 171]]",123.59441852594509,179.834280851734
20250211_234823,"[[196.36345873356984, 131.16926659629857, 138.843636965678], [48.84576459660275, 130.4143576121777, 131.5842486222212], [94.32492625741493, 137.88367848762732, 134.48708419175082], [19.767416460401932, 129.08764918279428, 127.66088760899399], [168.95296917763505, 131.78172966051648, 142.2331016269195]]","[[203, 187, 171], [50, 45, 42], [105, 81, 77], [23, 22, 24], [175, 157, 135]]",105.65090704512491,188.86563007453884
20250212_190850,"[[134.37716387390248, 129.11260622569597, 136.3035103311188], [101.43479120104891, 130.84285395053186, 133.61457733704034], [41.063187911367805, 127.9409886466922, 134.05879996037442], [76.14127279151128, 130.75601526231455, 131.716791225645], [187.5769619969202, 129.732807133601, 131.22739863405133]]","[[133, 124, 112], [100, 92, 85], [42, 40, 31], [75, 69, 66], [184, 179, 175]]",108.11867555495014,186.03918915788392
20250212_212656,"[[119.46213824291202, 129.27786902330678, 131.52673198587777], [10.432833539483553, 128.51008336601413, 127.28298991362003], [64.87807540018794, 135.43242780143075, 138.5055557418078], [134.37734774535872, 129.8519439624105, 130.55869590695804], [101.95746360960385, 129.624387372058, 132.71210240621963]]","[[115, 110, 106], [13, 14, 16], [75, 55, 45], [129, 125, 122], [98, 93, 87]]",86.22157170750921,185.73316338304446
20250213_183211,"[[31.23468910354937, 131.00757856156656, 126.38613651314549], [197.88001193232066, 131.0855639284553, 144.73441847067457], [115.76403260819251, 133.60580957271364, 136.06219980062116], [160.178744601802, 130.7947094757447, 136.73840119762573], [72.67632167962074, 132.10278306764974, 129.40197879969043]]","[[35, 31, 34], [208, 188, 161], [120, 103, 94], [161, 150, 138], [73, 65, 65]]",115.54675998509705,188.42836018328182
20250213_183723,"[[158.11589754732432, 131.95926999372983, 139.14515225513162], [70.45158035530176, 134.950139376154, 132.15993753962647], [113.32174475177352, 136.6274258932667, 136.62472588569702], [191.99000808229522, 129.37349347848823, 140.70664073175925], [35.557015910528094, 131.17426229641012, 128.70075436380353]]","[[163, 147, 130], [76, 61, 59], [123, 100, 92], [195, 183, 162], [39, 34, 35]]",113.88724932944459,189.75649451823068
